"marca","modello","paese","prezzo_auto","anticipo","durata","importo_finanziato","importo_totale_dovuto","taeg","tan_fisso","rata","carrozzeria","tipo_di_veicolo","trazione","posti","porte","offerta_n","per_neopatentati","chilometraggio","anno","anno_di_produzione","potenza","tipo_di_cambio","cilindrata","marce","cilindri","peso_a_vuoto","carburante","consumo_di_carburante2_8","emissioni_co_2_8","classe_emissioni","comfort","intrattenimento_media","sicurezza","extra","colore","colore_specifico","tipo_di_vernice","materiale","optional","altre_fonti_energetiche","acconto","usato_garantito","veicolo_non_fumatori","colore_finiture_interne","versione_per_nazione","ultimo_tagliando","proprietari","tagliandi_certificati","revisione","costo_del_trasferimento","consumo_di_carburante_wltp_2_8","emissioni_co_wltp_2_8","disponibilita","cambio_cinghia_distribuzione","emissioni_co_2","costo_di_registrazione","importo_da_pagare","importo_totale_netto_del_credito","importo_lordo_del_credito","spese","taeg_2","rata_mensile","rata_finale","acconto_1","gamma_elettrica_wltp","consumo_di_energia_wltp_2","v6","pagamento_speciale"
"Peugeot ","1.2 puretech Allure Navi Pack","Calco - Lecco - Lc, IT","€ 17.900,-","-","60 Mesi","€ 17.900,-","€ 21.966,-","8,71 %","8,01 %","€ 362,95","Station wagon","Usato","Anteriore",5,5,NA,NA,"73.000 km","02/2021",NA,"96 kW (131 CV)","Manuale","1.199 cm³",6,3,"1.267 kg","Benzina 91","4,5 l/100 km (comb.)5,3 l/100 km (urbano)4 l/100 km (extraurbano)","103 g/km (comb.)","Euro 6d","Comfort","Intrattenimento / Media","Sicurezza","Extra","Bianco",NA,"Metallizzato",NA,"Bracciolo*Chiusura centralizzata senza chiave*Climatizzatore automatico, 2 zone*Cruise Control*Hill Holder*Parabrezza riscaldato*Park distance control*Sensore di luminosità*Sensore di pioggia*Sensori di parcheggio assistito anteriori*Sensori di parcheggio assistito posteriori*Sistema di navigazione*Vetri oscurati*Volante multifunzione*Android Auto*Apple CarPlay*Autoradio*Bluetooth*Computer di bordo*Schermo multifunzione interamente digitale*Vivavoce*Airbag laterali*Airbag passeggero*Airbag testa*ESP*Fari direzionali*Fendinebbia*Frenata d'emergenza assistita*Riconoscimento dei segnali stradali*Cerchi in lega (17"")*Controllo vocale*Touch screen*X QUALSIASI INFORMAZIONE INERENTE QUESTA VETTURA*CONTATTARE VIA MAIL RISPONDENDO DA QUESTO ANNUNCIO *OPPURE TELEFONARE O INVIARE MESSAGGIO VIA WHATS.APP *AL NUM : 3394711685*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,NA,"12 mesi","Sì","Grigio","Italia",NA,1,"Sì",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peugeot ","1.2 puretech Active s&s 130cv","Roma - Rm, IT","€ 17.900,-","-","60 Mesi","€ 17.900,-","€ 21.966,-","8,71 %","8,01 %","€ 362,95","SUV/Fuoristrada/Pick-up","Usato","Anteriore",5,5,"7375858",NA,"43.671 km","08/2020",2020,"96 kW (131 CV)","Manuale","1.199 cm³",6,3,"1.192 kg","Benzina","4,5 l/100 km (comb.)5,3 l/100 km (urbano)4 l/100 km (extraurbano)","103 g/km (comb.)","Euro 6","Comfort","Intrattenimento / Media","Sicurezza","Extra","Argento","Argento","Altro","Pelle scamosciata","Alzacristalli elettrici*Controllo automatico clima*Park distance control*Sensore di luminosità*Sensori di parcheggio assistito posteriori*Specchietti laterali elettrici*Volante in pelle*Volante multifunzione*Android Auto*Apple CarPlay*Autoradio*Autoradio digitale*USB*Airbag conducente*Airbag laterali*Airbag passeggero*Chiusura centralizzata*Chiusura centralizzata telecomandata*Controllo elettronico della corsia*ESP*Fari LED*Isofix*Limitatore di velocità*Sistema di controllo pressione pneumatici*Cerchi in lega*Kit antipanne*Touch screen*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 3.570,-",NA,NA,NA,NA,NA,1,NA,NA,"€ 1.050,-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peugeot ","BlueHDi 100 S&S Active","Firenze - Fi, IT","€ 14.300,-","-","84 Mesi","€ 14.300,-","€ 19.705,28","10,10 %","8,50 %","€ 230,42","SUV/Fuoristrada/Pick-up","Usato","Anteriore",5,5,"MDX-RXC8PBWG",NA,"49.049 km","01/2019",2019,"75 kW (102 CV)","Manuale","1.499 cm³",5,4,"1.280 kg","Diesel","3,5 l/100 km (comb.)4 l/100 km (urbano)3,2 l/100 km (extraurbano)","93 g/km (comb.)","Euro 6d-TEMP","Comfort","Intrattenimento / Media","Sicurezza","Extra","Grigio",NA,"Metallizzato","Stoffa","Bracciolo*Climatizzatore automatico, 2 zone*Cruise Control*Hill Holder*Park distance control*Riscaldamento ausiliario*Sensori di parcheggio assistito posteriori*Sistema di navigazione*Sistema di parcheggio automatico*Specchietti laterali elettrici*Start/Stop Automatico*Telecamera per parcheggio assistito*Volante in pelle*Android Auto*Apple CarPlay*Bluetooth*Computer di bordo*USB*Vivavoce*ABS*Chiusura centralizzata*Controllo automatico trazione*ESP*Fendinebbia*Frenata d'emergenza assistita*Isofix*Limitatore di velocità*Luci diurne LED*Servosterzo*Sistema di chiamata d'emergenza*Cerchi in lega (17"")*Portapacchi*Ruotino*Spoiler*Touch screen*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 990,-","24 mesi",NA,NA,NA,NA,1,NA,NA,"Keine Angabe",NA,NA,NA,NA,NA,"Keine Angabe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toyota ","1.5H E-CVT Active FWD","Porto Mantovano - Mantova - MN, IT","€ 21.000,-","-","84 Mesi","€ 21.000,-","€ 28.618,52","9,70 %","8,50 %","€ 336,53","SUV/Fuoristrada/Pick-up","Aziendale","Anteriore",5,5,"02116840204-U145842","Sì","10 km","01/2023",NA,"68 kW (92 CV)","Automatico","1.490 cm³",NA,3,"1.245 kg","Benzina 91",NA,NA,"Euro 6","Comfort","Intrattenimento / Media","Sicurezza","Extra","Oro","Oro","Altro","Stoffa","Alzacristalli elettrici*Bracciolo*Controllo automatico clima*Hill Holder*Park distance control*Sedile posteriore sdoppiato*Sensore di luminosità*Specchietti laterali elettrici*Telecamera per parcheggio assistito*Vetri oscurati*Volante in pelle*Volante multifunzione*Sound system*ABS*Adaptive Cruise Control*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag posteriore*Assistente abbaglianti*Chiusura centralizzata telecomandata*Controllo automatico trazione*Controllo elettronico della corsia*ESP*Fari LED*Fendinebbia*Frenata d'emergenza assistita*Isofix*Riconoscimento dei segnali stradali*Servosterzo*Sistema di controllo pressione pneumatici*Cerchi in lega*Freno di stazionamento elettrico*Kit antipanne*Portapacchi*Touch screen","Corrente elettrica ","€ 0,-",NA,NA,"Nero",NA,NA,NA,NA,NA,"€ 1.190,-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toyota ","1.5 95CV HYBRID E-CVT AUTOMATIC TREND","Roma, IT","€ 25.400,-","-","84 Mesi","€ 25.400,-","€ 34.471,64","9,55 %","8,50 %","€ 406,21","SUV/Fuoristrada/Pick-up","Usato","Anteriore",5,5,NA,"Sì","8.000 km","01/2023",NA,"68 kW (92 CV)","Automatico","1.490 cm³",7,3,"1.245 kg",NA,"1 l/100 km (comb.)","1 g/km (comb.)","Euro 6","Comfort","Intrattenimento / Media","Sicurezza","Extra","Nero",NA,"Metallizzato","Stoffa","Alzacristalli elettrici*Bracciolo*Chiusura centralizzata senza chiave*Climatizzatore*Controllo automatico clima*Cruise Control*Hill Holder*Park distance control*Sedile posteriore sdoppiato*Sedili riscaldati*Sensore di luminosità*Sensore di pioggia*Sensori di parcheggio assistito anteriori*Sensori di parcheggio assistito posteriori*Sistema di navigazione*Specchietti laterali elettrici*Start/Stop Automatico*Telecamera per parcheggio assistito*Vetri oscurati*Volante in pelle*Volante multifunzione*Volante riscaldato*Android Auto*Apple CarPlay*Autoradio*Autoradio digitale*Bluetooth*Carica per smartphone a induzione*Computer di bordo*MP3*Schermo multifunzione interamente digitale*Sound system*USB*Vivavoce*ABS*Adaptive Cruise Control*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag testa*Assistente abbaglianti*Blind spot monitor*Chiusura centralizzata*Chiusura centralizzata telecomandata*Controllo automatico trazione*Controllo elettronico della corsia*ESP*Fari LED*Fari di profondità antiabbagliamento*Fari full-LED*Fendinebbia*Frenata d'emergenza assistita*Immobilizzatore elettronico*Isofix*Limitatore di velocità*Luci diurne*Luci diurne LED*Riconoscimento dei segnali stradali*Servosterzo*Sistema di avviso di distanza*Sistema di chiamata d'emergenza*Sistema di controllo pressione pneumatici*Sistema di riconoscimento della stanchezza*Cerchi in lega*Controllo vocale*Freno di stazionamento elettrico*Leve al volante*Luce d'ambiente*Pneumatici quattro stagioni*Spoiler*Tendalino*Touch screen","Corrente elettrica ","€ 0,-",NA,"Sì","Nero",NA,"03/2024",1,"Sì",NA,"€ 923,90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toyota ","1.5 116CV HYBRID AWD ADVENTURE","Voghera - Pavia - Pv, IT","€ 26.490,-","-","60 Mesi","€ 26.500,-","€ 32.428,20","8,58 %","8,00 %","€ 537,32","SUV/Fuoristrada/Pick-up","Usato","4x4",5,5,"38741",NA,"17.100 km","02/2022",NA,"68 kW (92 CV)","Automatico","1.490 cm³",1,0,NA,NA,"0 l/100 km (comb.)",NA,"Euro 6","Comfort",NA,"Sicurezza","Extra","Nero","Silver/ Black","Metallizzato","Altro","Park distance control*Sedili riscaldati*Sistema di navigazione*Supporto lombare*Telecamera per parcheggio assistito*Volante in pelle*ABS*Fari LED*Fendinebbia*Cerchi in lega*VERNICE EXTRA SERIE BICOLORE SILVER / BLACK *CAMBIO AUTOMATICO *CERCHI IN LEGA *FARI FENDINEBBIA *NAVIGATORE *CLIMATIZZATORE AUTOMATICO *SENSORI DI PARCHEGGIO ANTERIORI E POSTERIORI *TELECAMERA *SEDILI RISCALDATI *REGOLAZIONE LOMBARE *TRAZIONE INTEGRALE *AUTO PRIMA QUALITA', Certificate da 200 controlli dai nostri tecnici*KM AUTO, verificati e reali*LAVAGGIO E SANIFICAZIONE professionale con ozono*GARANZIA MINIMA 12 MESI estendibile fino a 36 mesi*SODDISFATTO O RIMBORSATO hai 14 giorni max 500km per restituirci l'auto*PREZZO TRASPARENTE, Spesso proponiamo formule finanziarie con prezzi ""promo"" ma non sono vincolanti per l' acquisto*FINANZIAMENTI SU MISURA*DAL 1961 siamo a Voghera in via Piacenza 176, facilmente raggiungibili dalle principali città del nord. Siamo concessionari ufficiali ALFA ROMEO, JEEP, FIAT, LANCIA e ABARTH","Corrente elettrica ","€ 0,-","0 mesi","Sì","Altro","Italia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0 g/km (comb.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toyota ","1.5 VVT-i 125cv Active con Apple CarPlay","Varedo - Monza-Brianza - Mb, IT","€ 22.990,-","-","84 Mesi","€ 23.000,-","€ 31.278,80","9,62 %","8,50 %","€ 368,20","SUV/Fuoristrada/Pick-up","KM0","Anteriore",5,5,"20342665",NA,"1 km","06/2023",NA,"92 kW (125 CV)","Manuale","1.490 cm³",6,3,"1.250 kg","Benzina",NA,"133 g/km (comb.)","Euro 6d-TEMP","Comfort","Intrattenimento / Media","Sicurezza",NA,"Bianco","Pure White","Altro","Stoffa","Alzacristalli elettrici*Bracciolo*Climatizzatore*Park distance control*Sensore di luminosità*Sensore di pioggia*Sensori di parcheggio assistito anteriori*Sensori di parcheggio assistito posteriori*Specchietti laterali elettrici*Telecamera per parcheggio assistito*Volante in pelle*Volante multifunzione*Autoradio*Autoradio digitale*Bluetooth*Computer di bordo*ABS*Adaptive Cruise Control*Airbag laterali*Airbag testa*Chiusura centralizzata*Controllo automatico trazione*Controllo elettronico della corsia*ESP*Fendinebbia*Immobilizzatore elettronico*Isofix*Riconoscimento dei segnali stradali*Servosterzo",NA,"€ 0,-","36 mesi",NA,"Grigio",NA,NA,NA,NA,NA,"Keine Angabe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toyota ","1.5 Hybrid 5p. E-CVT Lounge","Bra - Cn, IT","€ 26.000,-","-","60 Mesi","€ 26.000,-","€ 31.820,40","8,58 %","8,01 %","€ 527,19","SUV/Fuoristrada/Pick-up","Nuovo","Anteriore",5,5,"19902683","Sì",NA,NA,NA,"68 kW (92 CV)","Automatico","1.490 cm³",NA,3,"1.250 kg",NA,"3,5 l/100 km (comb.)","67 g/km (comb.)","Euro 6d","Comfort","Intrattenimento / Media","Sicurezza","Extra","Grigio","Antracite","Metallizzato","Stoffa","Alzacristalli elettrici*Climatizzatore*Climatizzatore automatico, 2 zone*Cruise Control*Park distance control*Sedile posteriore sdoppiato*Specchietti laterali elettrici*Telecamera per parcheggio assistito*Volante in pelle*Volante multifunzione*Android Auto*Apple CarPlay*Autoradio*Bluetooth*Computer di bordo*MP3*USB*Vivavoce*ABS*Airbag conducente*Airbag laterali*Airbag testa*Chiusura centralizzata*Chiusura centralizzata telecomandata*Controllo automatico trazione*ESP*Fendinebbia*Immobilizzatore elettronico*Limitatore di velocità*Servosterzo*Sistema di avviso di distanza*Sistema di controllo pressione pneumatici*Cerchi in lega*Controllo vocale*Freno di stazionamento elettrico*Marmitta catalitica*Pneumatici estivi*Touch screen","Corrente elettrica ","€ 0,-","12 mesi",NA,NA,NA,NA,NA,NA,NA,"€ 1.195,-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toyota ","Cross 1.5h Trend awd-i 116cv e-cvt","Angri - Salerno, IT","€ 23.500,-","-","84 Mesi","€ 23.500,-","€ 31.944,08","9,61 %","8,50 %","€ 376,12","SUV/Fuoristrada/Pick-up","Usato","Anteriore",5,5,NA,"Sì","26.000 km","10/2022",NA,"68 kW (92 CV)","Automatico","1.490 cm³",NA,3,"1.335 kg",NA,NA,NA,"Euro 6","Comfort","Intrattenimento / Media","Sicurezza","Extra","Argento","Grigio","Metallizzato","Stoffa","Alzacristalli elettrici*Bracciolo*Chiusura centralizzata senza chiave*Controllo automatico clima*Cruise Control*Hill Holder*Park distance control*Sedile passeggero ribaltabile*Sedile posteriore sdoppiato*Sensore di luminosità*Sensore di pioggia*Sistema di navigazione*Specchietti laterali elettrici*Start/Stop Automatico*Telecamera per parcheggio assistito*Vetri oscurati*Volante in pelle*Volante multifunzione*Android Auto*Autoradio*Bluetooth*CD*Computer di bordo*MP3*Schermo multifunzione interamente digitale*Sound system*USB*Vivavoce*ABS*Adaptive Cruise Control*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag posteriore*Airbag testa*Assistente abbaglianti*Chiusura centralizzata*Chiusura centralizzata telecomandata*Controllo automatico trazione*Controllo elettronico della corsia*ESP*Fari LED*Fari di profondità antiabbagliamento*Fari full-LED*Fendinebbia*Frenata d'emergenza assistita*Immobilizzatore elettronico*Isofix*Limitatore di velocità*Riconoscimento dei segnali stradali*Servosterzo*Sistema di avviso di distanza*Sistema di controllo pressione pneumatici*Sistema di riconoscimento della stanchezza*Cerchi in lega (17"")*Freno di stazionamento elettrico*Pneumatici estivi*Spoiler*Tendalino*Touch screen","Corrente elettrica ","€ 0,-","36 mesi","Sì","Nero","Italia",NA,1,"Sì",NA,"Keine Angabe",NA,NA,NA,NA,NA,"Keine Angabe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toyota ","1.5 Hybrid 5p. E-CVT Trend","Porto Garibaldi - Ferrara - FE, IT","€ 24.300,-","-","60 Mesi","€ 24.300,-","€ 29.752,20","8,60 %","8,01 %","€ 492,72","SUV/Fuoristrada/Pick-up","Nuovo","Anteriore",5,5,"7129949",NA,NA,NA,2023,"85 kW (116 CV)","Automatico","1.490 cm³",0,3,"1.175 kg",NA,"3,5 l/100 km (comb.)","67 g/km (comb.)","Euro 6","Comfort","Intrattenimento / Media","Sicurezza","Extra","Giallo","Giallo","Metallizzato","Stoffa","Alzacristalli elettrici*Bracciolo*Controllo automatico clima*Park distance control*Sedile posteriore sdoppiato*Sensore di pioggia*Sensori di parcheggio assistito posteriori*Sistema di navigazione*Specchietti laterali elettrici*Telecamera per parcheggio assistito*Vetri oscurati*Volante in pelle*Volante multifunzione*Autoradio*ABS*Adaptive Cruise Control*Airbag laterali*Airbag passeggero*Chiusura centralizzata*Controllo elettronico della corsia*ESP*Fari LED*Fendinebbia*Frenata d'emergenza assistita*Isofix*Riconoscimento dei segnali stradali*Servosterzo*Sistema di chiamata d'emergenza*Sistema di controllo pressione pneumatici*Cerchi in lega*Freno di stazionamento elettrico*Spoiler","Corrente elettrica ","€ 0,-",NA,NA,"Grigio",NA,NA,NA,NA,NA,"€ 690,-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toyota ","1.5 Hybrid 5p. E-CVT Active","Gallarate, IT","€ 25.350,-","-","60 Mesi","€ 25.350,-","€ 31.029,60","8,59 %","8,01 %","€ 514,01","SUV/Fuoristrada/Pick-up","Nuovo","Anteriore",5,5,"5996753",NA,NA,NA,2022,"85 kW (116 CV)","Automatico","1.490 cm³",0,3,"1.175 kg",NA,NA,NA,"Euro 6","Comfort","Intrattenimento / Media","Sicurezza","Extra","Blu/Azzurro","Blu","Metallizzato","Stoffa","Alzacristalli elettrici*Bracciolo*Controllo automatico clima*Park distance control*Sedile posteriore sdoppiato*Sensore di pioggia*Sensori di parcheggio assistito posteriori*Specchietti laterali elettrici*Telecamera per parcheggio assistito*Volante in pelle*Volante multifunzione*Autoradio*ABS*Adaptive Cruise Control*Airbag laterali*Airbag passeggero*Chiusura centralizzata*Controllo elettronico della corsia*ESP*Fendinebbia*Frenata d'emergenza assistita*Isofix*Riconoscimento dei segnali stradali*Servosterzo*Sistema di chiamata d'emergenza*Sistema di controllo pressione pneumatici*Cerchi in lega*Freno di stazionamento elettrico*Spoiler","Corrente elettrica ","€ 0,-",NA,NA,"Nero",NA,NA,NA,NA,NA,"€ 1.250,-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toyota ","1.5 Hybrid 5p. E-CVT AWD-i","San Vito dei Normanni - Brindisi - Br, IT","€ 24.900,-","-","60 Mesi","€ 24.900,-","€ 30.481,80","8,59 %","8,00 %","€ 504,88","SUV/Fuoristrada/Pick-up","Usato","4x4",5,5,"20387191","Sì","34.000 km","04/2022",NA,"68 kW (92 CV)","Automatico","1.490 cm³",NA,3,"1.375 kg",NA,"3,5 l/100 km (comb.)","67 g/km (comb.)","Euro 6d-TEMP","Comfort","Intrattenimento / Media","Sicurezza","Extra","Rosso","Bordeaux",NA,NA,"Bracciolo*Climatizzatore*Cruise Control*Park distance control*Sensore di luminosità*Sensore di pioggia*Sistema di navigazione*Specchietti laterali elettrici*Telecamera per parcheggio assistito*Vetri oscurati*Volante multifunzione*Autoradio*Autoradio digitale*Bluetooth*USB*Vivavoce*ABS*Adaptive Cruise Control*Airbag conducente*Airbag laterali*Airbag testa*Chiusura centralizzata*Controllo automatico trazione*ESP*Fari LED*Fendinebbia*Immobilizzatore elettronico*Riconoscimento dei segnali stradali*Servosterzo*Cerchi in lega","Corrente elettrica ",NA,"12 mesi",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toyota ","1.5 Hybrid 5p. E-CVT AWD-i Lounge","Roma - Rm, IT","€ 25.800,-","-","84 Mesi","€ 25.800,-","€ 35.003,36","9,54 %","8,50 %","€ 412,54","SUV/Fuoristrada/Pick-up","Usato","4x4",5,5,"20535689","Sì","47.137 km","07/2022",NA,"68 kW (92 CV)","Automatico","1.490 cm³",NA,3,"1.375 kg",NA,"3,5 l/100 km (comb.)","67 g/km (comb.)","Euro 6d-TEMP","Comfort","Intrattenimento / Media","Sicurezza","Extra","Grigio","SILVER MET","Metallizzato","Pelle parziale","Bracciolo*Climatizzatore*Cruise Control*Park distance control*Sensore di luminosità*Sensore di pioggia*Specchietti laterali elettrici*Telecamera per parcheggio assistito*Tetto panoramico*Autoradio*Autoradio digitale*Bluetooth*ABS*Adaptive Cruise Control*Airbag laterali*Airbag testa*Chiusura centralizzata*Controllo automatico trazione*ESP*Fari LED*Fendinebbia*Immobilizzatore elettronico*Riconoscimento dei segnali stradali*Servosterzo*Cerchi in lega","Corrente elettrica ","€ 0,-","17 mesi","Sì","Nero",NA,NA,NA,NA,NA,"€ 1.090,-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
