marca,modello,paese,prezzo_auto,anticipo,durata,importo_finanziato,importo_totale_dovuto,taeg,tan_fisso,rata,carrozzeria,tipo_di_veicolo,trazione,posti,porte,offerta_n,per_neopatentati,chilometraggio,anno,anno_di_produzione,potenza,tipo_di_cambio,cilindrata,marce,cilindri,peso_a_vuoto,carburante,consumo_di_carburante2_8,emissioni_co_2_8,classe_emissioni,comfort,intrattenimento_media,sicurezza,extra,colore,colore_specifico,tipo_di_vernice,materiale,optional,altre_fonti_energetiche,acconto,usato_garantito,veicolo_non_fumatori,colore_finiture_interne,versione_per_nazione,ultimo_tagliando,proprietari,tagliandi_certificati,revisione,costo_del_trasferimento,consumo_di_carburante_wltp_2_8,emissioni_co_wltp_2_8,cambio_cinghia_distribuzione,emissioni_co_2,costo_di_registrazione,importo_da_pagare,importo_totale_netto_del_credito,importo_lordo_del_credito,spese,taeg_2,rata_mensile,rata_finale,acconto_1,offerta_n_,costo_del_trasferimento_,intrattenimento___media,importo_lordo_del_credito__,taeg_
Ford ,Fiesta,"Città della Pieve PG, IT","€ 7.900,-",-0,60 Mesi,"€ 7.900,-","€ 9.841,15","9,42 %","8,20 %","€ 160,94",Berlina,Usato,Anteriore,5,5,7914809,Sì,116.630 km,11/2015,2015,55 kW (75 CV),Manuale,1.498 cm³,5,4,1.118 kg,Diesel,"3,7 l/100 km (comb.)4,4 l/100 km (urbano)3,3 l/100 km (extraurbano)",94 g/km (comb.),Euro 6,Comfort,Intrattenimento / Media,Sicurezza,Extra,Argento,Argento,Altro,Stoffa,"Alzacristalli elettrici*Climatizzatore*Sedile posteriore sdoppiato*Specchietti laterali elettrici*Volante multifunzione*Autoradio*Bluetooth*CD*Computer di bordo*USB*ABS*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag testa*Chiusura centralizzata*Controllo automatico trazione*ESP*Fari direzionali*Frenata d'emergenza assistita*Immobilizzatore elettronico*Isofix*Luci diurne*Servosterzo*Sistema di controllo pressione pneumatici*Cerchioni in acciaio*Kit antipanne*Ruotino*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",NA,NA,Nero,NA,09/2023,1,NA,11/2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ford ,Fiesta,"Cassina dè Pecchi - Milano - MI, IT","€ 4.900,-",-0,60 Mesi,"€ 4.900,-","€ 6.068,65","9,15 %","7,51 %","€ 98,19",Berlina,Usato,Anteriore,5,5,NA,NA,160.956 km,12/2010,NA,60 kW (82 CV),Manuale,1.242 cm³,5,4,1.054 kg,Benzina,"5,7 l/100 km (comb.)7,5 l/100 km (urbano)4,6 l/100 km (extraurbano)",129 g/km (comb.),Euro 5,Comfort,Intrattenimento / Media,Sicurezza,Extra,Grigio,NA,NA,Stoffa,"Alzacristalli elettrici*Climatizzatore*Sedile posteriore sdoppiato*Sensore di luminosità*Specchietti laterali elettrici*Volante in pelle*Autoradio*Computer di bordo*MP3*Sound system*ABS*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag testa*Antifurto*Assistente abbaglianti*Chiusura centralizzata*Chiusura centralizzata telecomandata*ESP*Fari di profondità antiabbagliamento*Fendinebbia*Immobilizzatore elettronico*Isofix*Servosterzo*Sistema di avviso di distanza*Luce d'ambiente*Spoiler*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 990,-",NA,NA,Grigio,Italia,02/2023,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ford ,Fiesta,"Brescia - Bs, IT","€ 11.600,-",-0,60 Mesi,"€ 11.600,-","€ 14.135,40","8,39 %","7,50 %","€ 232,44",Berlina,Usato,Anteriore,5,5,NA,Sì,47.000 km,11/2019,NA,63 kW (86 CV),Manuale,1.499 cm³,6,4,1.209 kg,Diesel (Filtro antiparticolato),"3,9 l/100 km (comb.)4,3 l/100 km (urbano)3,6 l/100 km (extraurbano)",93 g/km (comb.),Euro 6,Comfort,Intrattenimento / Media,Sicurezza,Extra,Argento,NA,Metallizzato,Stoffa,"Alzacristalli elettrici*Climatizzatore*Controllo automatico clima*Cruise Control*Park distance control*Sedile posteriore sdoppiato*Sensore di luminosità*Sensore di pioggia*Sensori di parcheggio assistito posteriori*Specchietti laterali elettrici*Start/Stop Automatico*Supporto lombare*Autoradio*Computer di bordo*MP3*Sound system*ABS*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag testa*Antifurto*Assistente abbaglianti*Chiusura centralizzata*Chiusura centralizzata telecomandata*Controllo automatico trazione*ESP*Fari di profondità antiabbagliamento*Fendinebbia*Isofix*Luci diurne*Servosterzo*Sistema di avviso di distanza*Sistema di controllo pressione pneumatici*Sistema di riconoscimento della stanchezza*Cerchi in lega*Luce d'ambiente*Ruota di riserva*Sedili sportivi*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,NA,12 mesi,Sì,Grigio,Italia,03/2024,1,Sì,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ford ,Fiesta,"Moncalieri -To, IT","€ 10.700,-",-0,60 Mesi,"€ 10.700,-","€ 13.053,60","8,44 %","7,51 %","€ 214,41",Monovolume,Usato,Anteriore,5,5,20375400,NA,84.000 km,04/2017,NA,55 kW (75 CV),Manuale,1.499 cm³,5,4,NA,Diesel,NA,NA,Euro 6,NA,NA,NA,NA,Bianco,Bianco,Metallizzato,Stoffa,"IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 8.780,-",12 mesi,NA,Nero,NA,NA,NA,NA,05/2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ford ,Fiesta,"Firenze - Fi, IT","€ 7.900,-",-0,60 Mesi,"€ 7.900,-","€ 9.841,15","9,42 %","8,20 %","€ 160,94",City car,Usato,Anteriore,5,3,4198532,NA,118.108 km,01/2017,NA,60 kW (82 CV),Manuale,1.241 cm³,NA,NA,NA,Super 95,"5,2 l/100 km (comb.)6,8 l/100 km (urbano)4,3 l/100 km (extraurbano)",1.220 g/km (comb.),NA,Comfort,Intrattenimento / Media,Sicurezza,Extra,Rosso,NA,NA,Stoffa,"Climatizzatore*Hill Holder*Riscaldamento ausiliario*Sedile posteriore sdoppiato*Sistema di navigazione*Specchietti laterali elettrici*Android Auto*Apple CarPlay*Bluetooth*USB*Vivavoce*ABS*Chiusura centralizzata*Controllo automatico trazione*Immobilizzatore elettronico*Isofix*Limitatore di velocità*Luci diurne*Servosterzo*Touch screen*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",24 mesi,NA,NA,NA,NA,NA,NA,NA,"€ 995,-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ford ,Fiesta,"Guarene - Cuneo - Cn, IT","€ 2.000,-",-0,36 Mesi,"€ 2.000,-","€ 2.279,52","9,06 %","8,70 %","€ 63,32",City car,Usato,Anteriore,5,3,20521810,Sì,189.000 km,01/2003,NA,55 kW (75 CV),Manuale,1.242 cm³,5,4,1.099 kg,Benzina,"6,2 l/100 km (comb.)8,6 l/100 km (urbano)4,9 l/100 km (extraurbano)",148 g/km (comb.),Euro 4,Comfort,NA,Sicurezza,NA,Argento,Argento,Metallizzato,Stoffa,"Alzacristalli elettrici*Climatizzatore*ABS*Airbag conducente*Airbag passeggero*Chiusura centralizzata*Immobilizzatore elettronico*Servosterzo*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",NA,NA,Grigio,NA,NA,NA,NA,NA,Keine Angabe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ford ,Fiesta,"Grumolo delle Abbadesse- Vicenza, IT","€ 18.000,-",-0,60 Mesi,"€ 18.000,-","€ 22.087,80","8,71 %","8,01 %","€ 364,98",Berlina,Usato,Anteriore,5,5,MDX-T4C5VXLZ,NA,14.000 km,04/2022,2022,91 kW (124 CV),Manuale,999 cm³,6,3,1.163 kg,NA,NA,NA,Euro 6d-TEMP,Comfort,Intrattenimento / Media,Sicurezza,Extra,Blu/Azzurro,Chrome,Metallizzato,NA,"Alzacristalli elettrici*Bracciolo*Controllo automatico clima*Cruise Control*Hill Holder*Park distance control*Sensori di parcheggio assistito posteriori*Specchietti laterali elettrici*Start/Stop Automatico*Autoradio*Autoradio digitale*Computer di bordo*USB*ABS*Airbag conducente*Airbag passeggero*Chiusura centralizzata*Controllo automatico trazione*ESP*Fendinebbia*Isofix*Luci diurne LED*Servosterzo*Sistema di controllo pressione pneumatici*Cerchi in lega (17"")*Kit antipanne*Pacchetto sportivo*Sedili sportivi*Privacy Glass*Vernice metallizzata Chrome Blue*Prezzo esposto valido esclusivamente in caso di finanziamento. Per pagamento in contanti: + €1000*Due interventi VALUE SERVICE inclusi ovvero due operazioni che includono il cambio olio, la sostituzione filtro olio e filtro aria, il cambio liquido lavavetri e 29 controlli della vettura come specificato nelle condizioni generali di contratto.*Active Grill Shutter*Airbag frontale/laterale lato guidatore e passeggero*Alzacristalli anteriori e posteriori elettrici ""one-touch"" salita e discesa*Attacchi di sicurezza Isofix integrati nei sedili posteriori esterni*Badge ST-Line*Clacson bi-tonale*Computer di bordo con schermo da 4.2""*EBA (Assistenza alla frenata di emergenza)*ESC (controllo elettronico della stabilità) + TCS (controllo elettronico della trazione)*Fari posteriori a LED*Freni a disco posteriori*Hill Start Assist (Assistenza alla partenza in salita)*Keyless Start (accensione a pulsante)*Kit riparazione pneumatici*Lane Departure Warning e Lane Keeping Aid*Limitatore di velocità regolabile*Luci diurne a LED*Modalità di guida selezionabile (Normal/Eco/Sport)*My Key (chiave personalizzabile)*Parasole conducente e passeggero con illuminazione*Paraurti anteriore e posteriore ST-Line*Pedaliera sportiva in acciaio*Poggiatesta posteriore centrale*Pomello del cambio con design unico ST-Line*Pomello del cambio rivestito in pelle*Predisposizione PADI - disattivazione airbag passeggero anteriore*Sedile passeggero con regolazione a 2 vie*Sedili sportivi in tessuto*Segnalatore cinture di sicurezza posteriori*Soglie battitacco ST-Line*Sospensioni sportive*Start & Stop*SYNC 2.5 con radio touch TFT 8"" e 6 speakers + DAB + 2 USB + Mirroring Apple/ Android+comandi al vol*Tappetini anteriori*TecnologiaMild Hybrid*Terminale di scarico cromato*Tyre Pressure Monitoring System (TPMS) - (Sistema monitoraggio pressione pneumatici)*Vano porta occhiali*Vernice solida*Visibility Pack*Volante sportivo rivestito in pelle appiattito nella parte inferiore*Volante sportivo Sensico Premium Touch appiattito nella parte inferiore*ABS (sistema antibloccaggio frenata) con EBD (distribuzione automatica frenata)*Airbag a tendina anteriori e posteriori*Poggiatesta anteriori e posteriori regolabili in altezza*Lane Keeping Aid*Console centrale con porta bicchieri*vano portaoggetti e bracciolo*Cambio manuale a 6 marce*Cerchi in lega 17"" ST-Line design*Chiusura centralizzata con 2 telecomandi e chiave a scomparsa*Climatizzatore a controllo automatico (EATC)*Fordpass Connect (modem 4G)*Cruise control*ESP - Controllo elettronico della stabilità*Fari anteriori anabbaglianti a LED*Fari fendinebbia con funzione cornering*Retrovisori elettrici/riscaldabili*in tinta carrozzeria*Sedile conducente con regolazione a 4 vie*Sedili posteriori abbattibili 60/40*Fari automatici*Sensori di parcheggio posteriori*Sensori di parcheggio posteriori*Electric Power-Assisted Steering - EPAS (servosterzo elettrico)*Alzacristalli elettrici posteriori*Volante ergonomico cucito a mano Sensico Premium Touch regolabile in altezza e profondità*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",Corrente elettrica ,"€ 0,-",Sì,NA,NA,NA,NA,NA,NA,NA,"€ 1.250,-",5 l/100 km (comb.),114 g/km (comb.),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ford ,Fiesta,"Capannori - Lucca - LU, IT","€ 10.000,-",-0,60 Mesi,"€ 10.000,-","€ 12.268,80","8,70 %","7,70 %","€ 201,33",Berlina,Usato,NA,5,5,20485639,NA,88.000 km,12/2018,NA,74 kW (101 CV),Manuale,999 cm³,6,3,1.163 kg,Benzina,"4,3 l/100 km (comb.)5,4 l/100 km (urbano)3,6 l/100 km (extraurbano)",97 g/km (comb.),Euro 6,Comfort,Intrattenimento / Media,Sicurezza,Extra,Rosso,Bordeaux,Metallizzato,Stoffa,"Alzacristalli elettrici*Bracciolo*Chiusura centralizzata senza chiave*Climatizzatore*Climatizzatore automatico, 2 zone*Cruise Control*Park distance control*Sedile posteriore sdoppiato*Sensore di pioggia*Sensori di parcheggio assistito posteriori*Specchietti laterali elettrici*Start/Stop Automatico*Vetri oscurati*Volante multifunzione*Autoradio*Autoradio digitale*Bluetooth*MP3*Schermo multifunzione interamente digitale*USB*ABS*Airbag conducente*Airbag laterali*Airbag testa*Chiusura centralizzata*Chiusura centralizzata telecomandata*Controllo automatico trazione*ESP*Fari LED*Fendinebbia*Immobilizzatore elettronico*Luci diurne LED*Servosterzo*Cerchi in lega*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",NA,Sì,Grigio,NA,12/2023,1,Sì,11/2024,"€ 1.100,-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ford ,Fiesta,"Rosta - Torino - To, IT","€ 10.990,-",-0,60 Mesi,"€ 11.000,-","€ 13.414,20","8,42 %","7,51 %","€ 220,42",Berlina,Usato,Anteriore,5,5,U_1067203,Sì,40.665 km,01/2020,NA,63 kW (86 CV),Manuale,1.499 cm³,6,4,1.209 kg,Diesel,"3,9 l/100 km (comb.)4,3 l/100 km (urbano)3,6 l/100 km (extraurbano)",93 g/km (comb.),Euro 6,Comfort,Intrattenimento / Media,Sicurezza,Extra,Blu/Azzurro,Blu,Metallizzato,Stoffa,"Alzacristalli elettrici*Bracciolo*Climatizzatore*Controllo automatico clima*Cruise Control*Hill Holder*Park distance control*Sedile passeggero ribaltabile*Sensore di pioggia*Sensori di parcheggio assistito anteriori*Sensori di parcheggio assistito posteriori*Sistema di navigazione*Specchietti laterali elettrici*Start/Stop Automatico*Volante multifunzione*Autoradio*Computer di bordo*MP3*Schermo multifunzione interamente digitale*Sound system*USB*ABS*Airbag conducente*Airbag laterali*Airbag passeggero*Chiusura centralizzata*Controllo automatico trazione*Controllo elettronico della corsia*ESP*Fari LED*Fendinebbia*Frenata d'emergenza assistita*Isofix*Limitatore di velocità*Luci diurne*Luci diurne LED*Sistema di controllo pressione pneumatici*Cerchi in lega*Spoiler*Touch screen*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 5.252,01",12 mesi,NA,Nero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ford ,Fiesta,"Cinisello Balsamo - MI, IT","€ 16.390,-",-0,60 Mesi,"€ 16.400,-","€ 20.140,80","8,74 %","8,00 %","€ 332,53",Berlina,KM0,Anteriore,5,5,20162284,Sì,1 km,06/2023,NA,55 kW (75 CV),Manuale,1.084 cm³,5,3,1.215 kg,Benzina,"4,5 l/100 km (comb.)5,4 l/100 km (urbano)4 l/100 km (extraurbano)",102 g/km (comb.),Euro 6d-TEMP,Comfort,Intrattenimento / Media,Sicurezza,Extra,Grigio,Grigio scuro,Metallizzato,Stoffa,"Alzacristalli elettrici*Bracciolo*Climatizzatore*Controllo automatico clima*Cruise Control*Hill Holder*Park distance control*Sensore di luminosità*Sensori di parcheggio assistito posteriori*Specchietti laterali elettrici*Start/Stop Automatico*Supporto lombare*Vetri oscurati*Volante in pelle*Android Auto*Apple CarPlay*Autoradio*Autoradio digitale*Bluetooth*ABS*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag testa*Chiusura centralizzata*Chiusura centralizzata telecomandata*Controllo automatico trazione*Controllo elettronico della corsia*ESP*Fari LED*Fari full-LED*Immobilizzatore elettronico*Isofix*Limitatore di velocità*Luci diurne*Luci diurne LED*Riconoscimento dei segnali stradali*Servosterzo*Cerchi in lega*Luce d'ambiente*Pacchetto sportivo*Sedili sportivi*Touch screen*Check in Officina*Garanzia 12 o 24 Mesi*Test Drive*Spese per il ritiro del Vostro Usato*Regolazione altezza volante*Alzavetri elettrici anteriori*Controllo trazione disattivabile*Radio TOUCHSCREEN con Apple car Play e Android Auto''*Fendinebbia Anteriore e Posteriore*Bluetooth/Collegamento cellulare*Computer di bordo*Regolazione elettrica degli specchietti retrovisori*Autoparlanti Posteriori*Cerchi in lega diamantati da 15''*Cruise Control e Limitatore di Velocità*Sedile posteriore frazionato*Sensori di Parcheggio Posteriori*Fari Full Led *Vetri Privacy*Clima Automatico *IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",NA,Sì,Nero,NA,NA,NA,NA,NA,Keine Angabe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ford ,Fiesta,"Moncalieri - Torino, IT","€ 13.900,-",-0,60 Mesi,"€ 13.900,-","€ 16.900,80","8,29 %","7,51 %","€ 278,53",Berlina,Usato,Anteriore,5,5,U_1114173,Sì,54.276 km,08/2019,NA,63 kW (86 CV),Manuale,1.499 cm³,6,4,1.209 kg,Diesel,"3,9 l/100 km (comb.)4,3 l/100 km (urbano)3,6 l/100 km (extraurbano)",100 g/km (comb.),Euro 6,Comfort,Intrattenimento / Media,Sicurezza,Extra,Grigio,GRIGIO,NA,NA,"Alzacristalli elettrici*Bracciolo*Climatizzatore*Controllo automatico clima*Cruise Control*Hill Holder*Park distance control*Sedile passeggero ribaltabile*Sedili riscaldati*Sensore di pioggia*Sensori di parcheggio assistito anteriori*Sensori di parcheggio assistito posteriori*Sistema di navigazione*Sistema di parcheggio automatico*Specchietti laterali elettrici*Supporto lombare*Telecamera per parcheggio assistito*Volante in pelle*Volante multifunzione*Volante riscaldato*Autoradio*Computer di bordo*MP3*Schermo multifunzione interamente digitale*Sound system*USB*ABS*Airbag conducente*Airbag laterali*Airbag passeggero*Blind spot monitor*Chiusura centralizzata*Controllo automatico trazione*Controllo elettronico della corsia*ESP*Fari LED*Fendinebbia*Frenata d'emergenza assistita*Isofix*Limitatore di velocità*Luci diurne*Luci diurne LED*Riconoscimento dei segnali stradali*Sistema di controllo pressione pneumatici*Cerchi in lega*Spoiler*Touch screen*Authos Crime Stop*Polizza Bonus RC*Polizza Sinistro contro veicolo non assicurato* Borsa Authos con 21 Gadget*Video Consulenza*Virtual Tour per scoprire tutte le caratteristiche e curiosità della vettura*Firma Digitale*Consegna della Vettura a Domicilio in tutta Italia*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,NA,NA,NA,Altro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kia ,Picanto,"Piove di Sacco - Pd, IT","€ 7.600,-",-0,60 Mesi,"€ 7.600,-","€ 9.473,80","9,45 %","8,21 %","€ 154,83",Berlina,Usato,Anteriore,5,5,20533172,Sì,86.000 km,08/2015,NA,51 kW (69 CV),Manuale,998 cm³,5,3,1.090 kg,GPL,"4,7 l/100 km (comb.)6,2 l/100 km (urbano)3,9 l/100 km (extraurbano)",NA,Euro 5,Comfort,Intrattenimento / Media,Sicurezza,NA,Bianco,Bianco,Altro,NA,"Alzacristalli elettrici*Climatizzatore*Autoradio*CD*Airbag conducente*Airbag passeggero*Chiusura centralizzata*Fendinebbia*Servosterzo*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 7.250,-",12 mesi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
